tt0978127,Obeo deo reinbou,"2006??""Drama", Music," Romance""",Hwan-hee
tt1183174,Bul lyang joo boo,"2005??""Comedy", Drama," Romance""",Young-yu Lee
tt5122784,Peurijeu,"2006??""Drama", Horror," Romance""",Tae-yeong Son
tt5618800,Shimya Byungwon,"2011??""Crime", Drama," Mystery""",Jung-woo Choi
tt5216880,Grandpas Over Flowers Investigation Team,"2014??""Comedy", Crime," Drama""",Gwang Jang
tt5486218,Ddeoss-da! Pae-mil-li,"2015??""Comedy", Drama," Romance""",Hwang Chae-won
tt4634542,Bam-i-myeon Bam-a-da,"2008??""Adventure", Comedy," Crime""",Jeong-hwa Kim
tt1186962, Se-ip keul-lo-beo,"2005??""Comedy", Drama," Romance""",Mi-lyeong Jo
tt9632736,Tank Knight Fortress,"2003??""Animation", Action," Adventure""",Kim Seung-jun
tt2322106,More Charming by the Day,"2010??""Comedy", Family," Romance""",Yeo-jin Choi
tt5145090,Naneun Junseolida,"2010??""Drama", Music," Romance""",Jyu-ni Hyun
tt3974670,My Dear Cat,"2014??""Comedy", Family," Romance""",Young Jae Dok-Go
tt10513756,Loona TV,2016??Reality-TV,Jeon Heejin,,
tt1962678,Geluseo hanelggagi,"1993??""Action", Drama," Romance""",Ji-chang Son
tt5686448,Seu-we-den Se-tag-so,"2015??""Comedy", Fantasy," Romance""",Seung-eon Hwang
tt6283852, Seobaibeol Odisyeon K-Pab Seuta,"2011??""Documentary", Game-Show," Music""",Boom
tt5217082,Family Outing,"2010??""Comedy", Game-Show," Reality-TV""",Jo Kwon
tt10241146,Show Me the Money 6,"2017??""Game-Show", Music," Reality-TV""",Jin-pyo Kim
tt0315681,Iljimae,"1993??""Adventure", Action," Drama""",Kyung-wok Im
tt1186855,Baek-seol-gong-joo,"2004??""Comedy", Drama," Romance""",Jeong-hwa Kim
tt0313079,Goseuteu,"1999??""Drama", Crime," Horror""",Sang-Jung Kim
tt0310373,Yeongung yeonga,1986,"Comedy, Horror",Yeong-hie Na,
tt0364497,Mango gangsa,1969,Drama,Am Park,
tt0417623,Dwineun ja naneun ja,1986,Drama,Dong-ryong Park,
tt0345804,Popee,2002,"Comedy, Drama",Yun-hong Oh,
tt9697472,Freckles,2019,"Short, Drama, Romance",Jihee Kim,
tt0310821,Bultaneun taeyang,1990,Action,Po-dong Nam,
tt12303716,Day6: What Can I Do,2017 Video,"Short, Music",Jae Park,
tt6890942,The Boat,I 2017,"Short, Drama, Family",Park Gyu Taek,
tt0384973,Goidoui geom,1968,Action,Yeong-woong Kim,
tt0381117,Daedoshi,1948,Romance,Mi-ra Kim,
tt8564158,Back from the Beat,2018,Drama,Choi Changhwan,
tt0399019,Eunmyeongui son,1954,Drama,In-ja Yun,
tt1972838,Bul-myul-ui-sa-na-ie,2011,"Short, Comedy, Fantasy",Youngwoon Jeon,
tt7189320,Plastic Girls,2017,Short,Jongin Nah,
tt0323753,Ah yoo redi?,2002,"Adventure, Fantasy",Jong-su Lee,
tt2276776,Sudden: Butterfly and the Dragon,2012,"Short, Action, Horror",Moon Joo Kang,
tt0308360,Hayeon ggamagwi,1967,"Drama, War",Soon-jae Lee,
tt0312630,Doksuli nalgaeleul pyeola,1978,Drama,Jin-a No,
tt0191345,Jeolmeun nalui chosang,1991,Drama,So-ri Ok,
tt9277732,Yes PyeongChang,2017,Documentary,Chul Ki Baek,
tt1738374,The Way Back,2009,"Animation, Short, Action",Greena Park,
tt4703190,To-kki-ui ppul,2015,"Short, Drama",Yong-jun Kim,
tt10942404,CLC: Like,2015 Video,"Short, Music",Seunghee,
tt7815068,The Mystery of Godliness,2017,Drama,Shang Zhang,
tt0940670,Byeongtae-wa yeongja,1979,Drama,Jin-hie Han,
